PDF_URL,Local_File_Path
https://sdgs.un.org/sites/default/files/vlrs/2022-10/ba_vlr_2022_english.pdf,precompute-data/download_vlr_pdfs/downloads/21a07794/ba_vlr_2022_english.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-10/ba_vlr_2022_espanol.pdf,precompute-data/download_vlr_pdfs/downloads/074ff877/ba_vlr_2022_espanol.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-10/vlr_gladsaxe_2022.pdf,precompute-data/download_vlr_pdfs/downloads/ef5df42b/vlr_gladsaxe_2022.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-11/barueri-vlr_2022.pdf,precompute-data/download_vlr_pdfs/downloads/55f206af/barueri-vlr_2022.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-11/barueri_executive_summary.pdf,precompute-data/download_vlr_pdfs/downloads/aef0827d/barueri_executive_summary.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-11/bristol_vlr_2022.pdf,precompute-data/download_vlr_pdfs/downloads/a68cfc2c/bristol_vlr_2022.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-11/vlr_bonn_2022.pdf,precompute-data/download_vlr_pdfs/downloads/76dfb4b0/vlr_bonn_2022.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-12/220929-vlr_amman.pdf,precompute-data/download_vlr_pdfs/downloads/be9f04fd/220929-vlr_amman.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-12/catamarca.pdf,precompute-data/download_vlr_pdfs/downloads/315f35df/catamarca.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-12/chaco.pdf,precompute-data/download_vlr_pdfs/downloads/4a506e46/chaco.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-12/chubut_0.pdf,precompute-data/download_vlr_pdfs/downloads/cbe6e4eb/chubut_0.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-12/corrientes.pdf,precompute-data/download_vlr_pdfs/downloads/f5cd0397/corrientes.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-12/digital_rlv_mixco_reduced.pdf,precompute-data/download_vlr_pdfs/downloads/10010b5c/digital_rlv_mixco_reduced.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-12/entre_rios.pdf,precompute-data/download_vlr_pdfs/downloads/a0550d41/entre_rios.pdf
